ID	Category	AutoTags	Title	Tags	Description	URL	LicenseName	LicenseURL	Author
couch-14	couch		Pleasant Leather Curve Sofa	sofa,couch,pillow,indoor,furniture,realistic,contemporary,interior,modern,leather		https://www.cgtrader.com/free-3d-models/furniture/sofa/pleasant-leather-curve-sofa	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	3dlovers
couch-15	couch		Couch	furniture,home,interior,sofa,couch,leather,suede,seat,comfort,living room		https://www.cgtrader.com/free-3d-models/furniture/sofa/couch-2-variants	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	MichalCavrnoch
decoration-1	decoration		Lowpoly PBR Candlestands	candle,candlestand,candlestick,lighting,antique,pbr,lowpoly,gameready,victorian,furniture,lamp,candelabra		https://www.cgtrader.com/free-3d-models/furniture/lamp/lowpoly-pbr-candlestands	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	soi
decoration-2	decoration		Geografia Paper globe	decor,design,home,living,interior,accent,paper,globe,sphere,world,free,children,accessory,architectural,details,decoration,fbx,interior design		https://www.cgtrader.com/free-3d-models/architectural/decoration/geografia-paper-globe	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	modelplusmodel
decoration-3	decoration		Nobuho Miya fishes	fish,iron,metal,black,decorative,houseware,ornamental,ironwork,decoration,interior,furniture,other		https://www.cgtrader.com/free-3d-models/furniture/other/nobuho-miya-fishes	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	birinci-d
decoration-4	decoration		Pinwheels?	pinwheel,windmill,plastic,toy,summer,fun,blade,fold,recycle,bright,nature,round,paper,clay,paint,pattern,repeat,play,decoration,deco,interior,bedroom		https://www.cgtrader.com/free-3d-models/interior/bedroom/windmills-ce03ac5e-a321-45f9-b662-1cb1a0512681	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	daphoux
decoration-5	decoration		Owl Casket	owl,casket,a,toy,diamond,ruby,gold,souvenir,present,statuette,jewelry,statue,precious,decoration,furniture,other	A small box in the shape of an owl. Opens with a loop on the tail,closes with magnets inside.?	https://www.cgtrader.com/free-3d-models/furniture/other/owl-casket	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	magomedmirzaev
decoration-6	decoration		Objet Decoratif Oeuf Rosebud Faberge	objet,decoratif,oeuf,rosebud,faberge,architectural,details,decoration		https://www.cgtrader.com/free-3d-models/architectural/decoration/objet-decoratif-oeuf-rosebud-faberge	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	eness3d
decoration-7	decoration		Old Antique Standing Globe	,antique,old,retro,wood,decoration,vintage,globe,unity,unreal,game,pbr,presentation,world map,free,standing,living,earth,orbit,exploration,geography,interior,room,living room		https://www.cgtrader.com/free-3d-models/interior/living-room/old-antique-standing-globe-pbr	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	MovART
decoration-8	decoration		Chinese Vases Decorative	vase,porcelain,pottery,decoration,decor,chinese,handmade,furniture,other		https://www.cgtrader.com/free-3d-models/furniture/other/chinese-vases-decorative	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	bruno-sdi
decoration-9	decoration		Grandfather Clock	clock,antique,vintage,classic,retro,old,gothic,wood,lowpoly,misc,props,decoration,household,other	Floor pendulum clock in a high wooden case	https://www.cgtrader.com/free-3d-models/household/other/grandfather-clock-34e6b25e-86d7-429a-b47f-0fd4bd05b45e	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	Lyskilde
decoration-10	decoration		Albert Statue			https://assetstore.unity.com/packages/3d/props/interior/free-statue-pack-152443	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Storm Bringer Studios
decoration-11	decoration		Wooden Stump	wooden,stump,nature,tree,game,plant,other,decoration		https://www.cgtrader.com/free-3d-models/plant/other/wooden-stump-89ab3ca2-2300-455c-b653-0293eb5e9315	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	xideaa
decoration-12	decoration		ballerina figurine	ballerina,figurine,statue,deity,ganesha,buddha,exterior,other,balletto,toys		https://www.cgtrader.com/free-3d-models/exterior/other/ballerina-figurine	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	fanil83-ff
decoration-13	decoration		Stags Head Cut Out	stag,head,interior,decor,decoration,livingroom,diningroom,house,home,arch details challenge,deer,architectual,art,details,room,modern,nature,stags,architectural,furniture,other		https://www.cgtrader.com/free-3d-models/interior/other/stags-head-cut-out	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	zuzia1992
decoration-14	decoration		Brass Old Ornament	brass,ornament,old,pbr,moroccan,interior,decor,vase,houseware,furniture,tableware,architectural,decoration	This is a Brass Ornament ,used as a decor piece in Moroccan Interiors and for other ornamental purposes.	https://www.cgtrader.com/free-3d-models/architectural/decoration/brass-old-ornament	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	mohasher
decoration-15	decoration		Christmas tree with gifts made of cloth	christmas,tree,gift,new,year,snow,snowflake,bow,bag,fabric,soft,toy,plant,other	Toy Christmas tree made of cloth with gifts.	https://www.cgtrader.com/free-3d-models/plant/other/christmas-tree-with-gifts-made-of-cloth	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	elen8sh
desk-1	desk		Desk Table Wooden	wooden,table,interior,furniture,architecture,wood,reception,desk,meeting,office		cgtrader.com/free-3d-models/interior/office/desk-table-wooden	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	stonegamer
desk-2	desk		PC desk	pc,desk,minimalist,modern,4k,wooden,metal,desktop,laptop,table,furniture		https://www.cgtrader.com/free-3d-models/furniture/table/pc-desk-cfc5886a-bf88-45f9-91a2-20753e581aae	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	pixelcombo
desk-3	desk		Moll Booster	moll,desk,table,children,study,germany,german,furniture,room		https://www.cgtrader.com/free-3d-models/furniture/table/moll-booster	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	filb
desk-4	desk		Classic Table	furniture,table,wooden,interior,glossy,decoration,photorealistic,classic,desk,classic furniture		https://www.cgtrader.com/free-3d-models/furniture/table/classic-table-0001	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	fdrmt
desk-5	desk		Wilhelm Renz LANE	chest,of,drawers,table,cupboard,cabinet,renz,laub,jehs,wilhelm,lane,furniture,desk		https://www.cgtrader.com/free-3d-models/furniture/table/wilhelm-renz-lane	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	artemshulga
desk-6	desk		PC Desktop	pc,computer,desk,modern,desktop,table,worktop,studio,furniture	A modern desk that is made mostly of wood and only the handles are made of metal.	https://free3d.com/3d-model/pc-desktop-85335.html	Free3D Royalty Free License	https://free3d.com/royalty-free-license	mmnkl9
desk-7	desk		desk	chair,and,desk,krister,pencil,office,office desk,workstation,sharpener,furniture,table		https://www.cgtrader.com/free-3d-models/furniture/table/chair-and-desk	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	krister-a
desk-8	desk		school desk	chair,school,desk,auditorium,class,education,student,table,classroom,seat,college,lecture,school desk,interior,other		https://www.cgtrader.com/free-3d-models/interior/other/chair-and-school-desk	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	frutbol2
desk-9	desk		Counter Desk	interior,office,reception,counter,desk,inox,furniture,table,wooden,design,glasses,cinema4d		https://www.cgtrader.com/free-3d-models/furniture/table/counter-desk-i	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	formform
desk-10	desk		multi purpose computer desk	desk,furniture,interior,modern,wood,office,writing,design,architecture,table,room,blanc,furnishing	a sleek computer desk which is modern ,elegant and comfortable	https://www.cgtrader.com/free-3d-models/interior/office/full-multi-purpose-computer-desk	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	farmamohamedabdelaal
desk-11	desk		Desk10			https://assetstore.unity.com/packages/3d/props/furniture/pbr-game-ready-desks-pack-116137	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Drunken Lizard Games
desk-12	desk		Desk09			https://assetstore.unity.com/packages/3d/props/furniture/pbr-game-ready-desks-pack-116137	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Drunken Lizard Games
desk-13	desk		Desk06			https://assetstore.unity.com/packages/3d/props/furniture/pbr-game-ready-desks-pack-116137	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Drunken Lizard Games
desk-14	desk		Desk05			https://assetstore.unity.com/packages/3d/props/furniture/pbr-game-ready-desks-pack-116137	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Drunken Lizard Games
desk-15	desk		Desk04			https://assetstore.unity.com/packages/3d/props/furniture/pbr-game-ready-desks-pack-116137	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Drunken Lizard Games
electronics-1	electronics		Flat Screen TV		Modern widescreen television from a fake manufacturer.	https://www.3dmodelscc0.com/model/flat-screen-tv	CC0 1.0 Universal Public Domain Dedication	https://creativecommons.org/publicdomain/zero/1.0/	3DModelsCC0
electronics-2	electronics		Classic Record Player?	vynil,sound,modern,classics,80s,detailed,disks,glass,cover,equipaments,electronic,ear,auriculares,philips,heavy,electronics		https://free3d.com/3d-model/classic-record-player-274599.html	Free3D Royalty Free License	https://free3d.com/royalty-free-license	wesleyrhavy50
electronics-3	electronics		HQ Acoustic system			https://assetstore.unity.com/packages/3d/props/electronics/hq-acoustic-system-41886	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Next Level 3D
electronics-4	electronics		Retro CRT Monitor		Retro CRT monitor prop similar to the Commodore 1702	https://assetstore.unity.com/packages/3d/props/electronics/destroyable-retro-crt-monitor-prop-157334	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Pekdata
electronics-5	electronics		Guitar And Amp		When ever you feel like jamming a bit,pick up this guitar,pump up that amp,and throw some riffs out! The guitar is slightly cartoony with bigger buttons and switches.	https://assetstore.unity.com/packages/3d/props/electronics/guitar-and-amp-12177	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Sakari Games
electronics-6	electronics		Voicebox			https://assetstore.unity.com/packages/3d/props/electronics/voicebox-110022	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	VIS Games
electronics-7	electronics		1960s Radio		A 1960s stationary radio.	https://assetstore.unity.com/packages/3d/props/electronics/1960s-radio-175080	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Tobiesen
electronics-8	electronics		Wacom Intuos Pro Tablet	wacom,stylus,tablet,holder,electronics,computer,drawing,draw,pen,realistic,intuos,pro,pc,electronic,modern,designer,design,tablet pc,pen holder,graphics		https://www.cgtrader.com/free-3d-models/electronics/computer/wacom-intuos-pro-tablet-65e3f25661a6694a2414e61c6082f534	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	RobiZ
electronics-9	electronics		Cisco Phone CP 6941	office,cisco,telephone,blender,electronics,phone		https://www.cgtrader.com/free-3d-models/electronics/phone/cisco-phone-cp-6941	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	begalov
electronics-10	electronics		Gaming Laptop Alienware 18	alienware,18,alienware 18,laptop,gaming,electronics,computer,desktop,keyboard,sli,highend,system,computers,dell,arch details challenge,3dhaupt,dennish2010,computer equipment,pc		https://www.cgtrader.com/free-3d-models/electronics/computer/gaming-laptop-alienware-18	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	3DHaupt
electronics-11	electronics		Virtual Reality Goggles		White unbranded virtual reality headset.	https://www.3dmodelscc0.com/model/virtual-reality-goggles	CC0 1.0 Universal Public Domain Dedication	https://creativecommons.org/publicdomain/zero/1.0/	3DModelsCC0
electronics-12	electronics		Fan	fan,with,animation,cooling,airfan,fans,cool,air,wind,appliances,turbine,blower,ventilation,ventilator,electronics,other,wind turbine,with animation		https://www.cgtrader.com/free-3d-models/electronics/other/fan-with-animation	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	3DHaupt
electronics-13	electronics		ARCADE	gambling,machinery,casino,isolated,poker,luck,technology,business,machine,gamble,chance,entertainment,electronics,other		https://www.cgtrader.com/free-3d-models/electronics/other/arcade-57db5adb-fcde-44a2-83a6-2d48cf22fcaa	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	osoriokillerbee
electronics-14	electronics		BM86 Portable PC	retro,computer,old,classic,vintage,antique,laptop,pc,portable,cpu,workstation,electronics		https://www.cgtrader.com/free-3d-models/electronics/computer/bm86-portable-pc	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	hippostance
electronics-15	electronics		Playstation 2	videogame,playstation,console,video,game,computer,electronics		https://www.cgtrader.com/free-3d-models/electronics/computer/playstation-2-060b8ed3-1b8a-4eaa-9383-cf4936803481	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	pedrocubex
hobby-1	hobby		Pokal	trophy,soccer,football,sport,cup,tournament,displays,sports,equipment		https://www.cgtrader.com/free-3d-models/sports/equipment/trop	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	nowelbesi
hobby-2	hobby		Artsupplies	artsupplies,art,3dart,painting,canvas,gallery,easel,artwork,exhibition,frame,3d,3dmodel,design,presentation,painter,exhibit,artist,picture frame,image,glamor,interior,office		https://www.cgtrader.com/free-3d-models/interior/office/tenarchstudio-artsupplies-render-ready-vray-and-corona-freebie	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	tenarchstudio
hobby-3	hobby		Camera HQ		Classic vintage Nikon s3 film camera.	https://assetstore.unity.com/packages/3d/props/electronics/camera-hq-128822	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Indie_G
hobby-4	hobby		Classic Acoustic Guitar			https://assetstore.unity.com/packages/3d/props/classic-acoustic-guitar-181088	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	AshMesh
hobby-5	hobby		Lego city	lego,city,car,sport,man,minifigure,brick,town,street,people,character,standard	lego car and lego man.	https://www.cgtrader.com/free-3d-models/car/standard/lego-city-b9db1564-cec9-425b-b2c4-9cb62c77abbf	CGTrader Editorial License	https://www.cgtrader.com/pages/terms-and-conditions#editorial-license	mindstorms
hobby-6	hobby		Christian Hosoi Hammerhead skateboard	skateboard,sport,wheels,kickflip,skate,board,sports,equipment		https://www.cgtrader.com/free-3d-models/sports/equipment/christian-hosoi-hammerhead-skateboard	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	sandman14
hobby-7	hobby		Gym Equipment	equipment,exercise,training,gym,fitness,sport,hobby,fbx,gym equipment,fitness equipment,sports		https://www.cgtrader.com/free-3d-models/sports/equipment/gym-equipment	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	kaidesign
hobby-8	hobby		Piano	piano,music,instrument,keyboard,rigged		https://www.turbosquid.com/3d-models/free-obj-mode-piano/941702	TurboSquid Royalty Free License	https://blog.turbosquid.com/turbosquid-3d-model-license/	?boa_st
hobby-9	hobby		Simple Book			https://assetstore.unity.com/packages/3d/props/interior/simple-books-pack-116242	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	3DiZ-ART
hobby-10	hobby		Billards			https://assetstore.unity.com/packages/3d/props/free-barcade-asset-pack-123704	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Ferocious Industries
hobby-11	hobby		Table-Tennis			https://assetstore.unity.com/packages/3d/props/free-barcade-asset-pack-123704	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	Ferocious Industries
hobby-12	hobby		Children's Wooden Toys Free Train			https://assetstore.unity.com/packages/3d/props/children-s-wooden-toys-free-train-pack-179951	Standard Unity Asset Store EULA	https://unity3d.com/legal/as_terms	GroundHog Studios
hobby-13	hobby		Trumpet	jazz,instrument,sound,orchestra,classic,musical,music,studio,art,audio device,sports		https://www.cgtrader.com/free-3d-models/sports/music/trumpet-3d-model-63737a6b-da4b-4120-a184-7cbe6ab91b90	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	dschulsz
hobby-14	hobby		Telescope	telescope,astronomy,satellite,optic,optical,science,space,observatory,sight,other		https://www.cgtrader.com/free-3d-models/science/other/telescope-5a783442-dff1-45cf-8ed4-2004b9357fe0	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	farshid33
hobby-15	hobby		chess pieces	chess,board,horse,king,queen,strategy,game,pawn,pieces,rook,logic,sports		https://www.cgtrader.com/free-3d-models/sports/game/chess-pieces-328c87b4-c300-4acf-ae54-ae29a70f7e82	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	suren-kocharyan
shelf-1	shelf		Storage Rack	rack,storage,room,organizer,shelf,furniture		https://free3d.com/3d-model/storage-rack-3865.html	Free3D Royalty Free License	https://free3d.com/royalty-free-license	nmaison88
shelf-2	shelf		Shelf	shelf,hive,bookstage,architecture,furniture	Shelf with geometric shapes reminiscent of a beehive.	https://free3d.com/3d-model/prateleira-colmeia-556389.html	Free3D Royalty Free License	https://free3d.com/royalty-free-license	guinao
shelf-3	shelf		bookshelf	book,shelf,magazine,bookshelf,notebook,education,journal,journal,hardcover book,bookstore,diary,storage,medium,interior,other		https://www.cgtrader.com/free-3d-models/interior/other/bookshel	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	trendgt13
shelf-4	shelf		Wine shelf	shelf,bottle,furniture,wine,misc,wine bottle,other		https://www.cgtrader.com/free-3d-models/furniture/other/wine-shelf	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	kara-kyrt
shelf-5	shelf		Wall mounted Round frame shelves	shelf,mounted,hanging,frame,round,furniture,appliance		https://www.cgtrader.com/free-3d-models/furniture/appliance/wall-mounted-round-frame-shelves	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	alghazidesignstudio
shelf-6	shelf		Bamboo Bookcase	furniture,wood,design,texture,pattern,shelf,case,bookcase,blender,3d,model,storage,room,cabinet		https://www.cgtrader.com/free-3d-models/furniture/cabinet/bamboo-bookcase	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	stagm
shelf-7	shelf		The Display Rack	wood,shelf,furniture,architecture,storage,props,basket,rack,showcase,counter,bakery,displayshelf,show,other	These kinds of rack can be seen in bakeries,shops,stalls etc,useful for displaying products like breads,cookies etc.?	https://www.cgtrader.com/free-3d-models/furniture/other/the-display-rack	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	akshatsh
shelf-8	shelf		Bookshelf Comment	book,shelf,bookcase,design,modern,unique,library,furniture,bookshelf,cabinets,storage,fbx,book shelf,cabinet		https://www.cgtrader.com/free-3d-models/furniture/cabinet/bookshelf-comment	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	mindfreeartist
shelf-9	shelf		Bookshelf Branch	book,shelf,bookcase,design,modern,unique,library,furniture,bookshelf,cabinets,storage,fbx,book shelf,cabinet		https://www.cgtrader.com/free-3d-models/furniture/cabinet/bookshelf-branch	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	mindfreeartist
shelf-10	shelf		Original Mid-Century Modern Bookcases	bookcases,shelf,70s,1970,book,creative,furniture,knick,knack,plywood,wood,un4,other		https://www.cgtrader.com/free-3d-models/furniture/other/original-mid-century-modern-bookcases	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	monteg
shelf-11	shelf		Modern Wall Bookshelf	books,pattern,shelves,decorative,set,vase,decors,wood,wooden,plant,shelf,flower,interior,living,room,living room	Modern Wall Bookshelf contain three shelves with books and vases.	https://www.cgtrader.com/free-3d-models/interior/living-room/modern-wall-bookshelf	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	m3dstudios
shelf-12	shelf		Diamond Cross Planes Shelf	shelving systems,urban outfitters,n a,solid wood,oak,painted metal,contemporary design,kitchen,living,furniture,cabinet		https://www.cgtrader.com/free-3d-models/furniture/cabinet/diamond-cross-planes-shelf	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	designconnected
shelf-13	shelf		Stand Equilibrium	shelf,stand,equilibrium,designer,alejandro,furniture,cabinet		https://www.cgtrader.com/free-3d-models/furniture/cabinet/stand-equilibrium	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	deiveson-ricardo
shelf-14	shelf		Wood Shelving unit	bookshelf,rivets,steel,shelf,rack,storage,wooden,furnishing,unity,unreal,ue4,shelving,redshift,pbr,games,interior,living,marmoset,room,living room		https://www.cgtrader.com/free-3d-models/interior/living-room/wood-shelving-unit	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	dregoncherva
shelf-15	shelf		Niche bookshelf	shelf,niche,bookshelf,wood,furniture,other		https://www.cgtrader.com/free-3d-models/furniture/other/2-shelf-niche-niche-2-bookshelf	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	edson-lopes
stool-1	stool		Egyptian stool	realistic,3d,egypt,model,stool,chair,furniture,home,blender,pbr,leather,wood		https://www.cgtrader.com/free-3d-models/furniture/chair/egyptian-stool	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	batica
stool-2	stool		Modern Viking Stool	leather,furniture,wood,stool,viking,brass,chair,modern	A combination of wood,Leather and Brass	https://www.cgtrader.com/free-3d-models/furniture/chair/modern-viking-stool	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	MariusdkDesigns
stool-3	stool		Dice Ottoman	dice,ottoman,chair,furniture,sofa,pouffe,tufted,seating,banquette,pouf,bench,lounge,fabric,box,cube,stool,settee,design,rectangular,couch		https://www.cgtrader.com/free-3d-models/furniture/chair/dice-ottoman	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	dronwin
stool-4	stool		Victorian Stool	victorian,ornate,baroque,stool,furniture,antique		https://www.cgtrader.com/free-3d-models/furniture/chair/lowpoly-pbr-victorian-dining-chair-and-stool	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	soi
stool-5	stool		Industrial bar stool	architectural,industrial,stool,leather,pbr,metal,loft,interior,bar,kitchen,other		https://www.cgtrader.com/free-3d-models/architectural/other/industrial-bar-stool	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	hillel
stool-6	stool		Stepping stool	stool,bar stool,stepping stool,interior,modern,seat,furniture,real time,low poly,unity,unreal,game ready,pbr,free,substance painter,wood,wooden,other		https://www.cgtrader.com/free-3d-models/furniture/other/bar-stool-and-stepping-stool	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	drivebyfruity
stool-7	stool		Two Tone Wood Stool Bar	wood,furniture,family,residental,contemporary,kitchen,restaurant,bar,stool,chair	Two Tone Wood Stool Bar fit for you interior project such as restaurant bar,kitchen	https://www.cgtrader.com/free-3d-models/furniture/chair/two-tone-wood-stool-bar	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	mang3d
stool-8	stool		Basic ottoman	furniture,stool,retro,leather,interior,chair,wood,comfort,seat,seating,ottoman,pbr,lowpoly,unreal,unity,corona,vray,other		https://www.cgtrader.com/free-3d-models/furniture/other/basic-ottoman	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	bakedmodels
stool-9	stool		Seating system	stools,occasional tables,side tables,modular seating,n a,n a,upholstery,fabric,steel,contemporary design,geometric design,kids,living,office,furniture,chair		https://www.cgtrader.com/free-3d-models/furniture/chair/seating-system-db59d57e-454d-4f6a-bd83-6dfd7140a967	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	designconnected
stool-10	stool		Scandinavian Stool	scandinavian,scandinave,stool,chair,table,design,furniture,seat,pouf,room,danish,foot rest,han wegner		https://www.cgtrader.com/free-3d-models/furniture/chair/scandinavian-stool	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	gtburn
stool-11	stool		One Love	stools,side tables,riva 1920,gianni veneziano,luciana di virgilio,solid wood,contemporary design,kids,living,outdoor,furniture,table		https://www.cgtrader.com/free-3d-models/furniture/table/one-love	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	designconnected
stool-12	stool		Barstool	bar,chair,stool,tavern,club,furniture,furniture challenge,bar chair,bar stool,arch details challenge,inn,beer tap,brewery,roadhouse,inn,beer tap,brewery,roadhouse,3dhaupt,dennish2010		https://www.cgtrader.com/free-3d-models/furniture/chair/barstool--3	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	3DHaupt
stool-13	stool		Wooden Stool	chair,stool,wooden,simple,small,compact,furniture		https://www.cgtrader.com/free-3d-models/furniture/chair/wooden-stool--3	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	tantunny
stool-14	stool		Counter Stool	counterstool,barstool,chair,dinningchair,kitchenchair,furniture,seat,wood,wooden,restaurant,food,bar		https://www.cgtrader.com/free-3d-models/furniture/chair/counter-stool-60796725-044c-4b10-9756-d9237b2cf404	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	anonymous3d
stool-15	stool		Flip around chait-table	flip,around,stool,chair,table,coffee,architectural,interior,living,room,coffee table,living room,vol com,flop,charitable,vol com,flop,charitable		https://www.cgtrader.com/free-3d-models/interior/living-room/flip-around-chair-table	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	den-krasik
diningtable-1	diningtable		Table	furniture,office,table,wood,room,interior		https://www.cgtrader.com/free-3d-models/furniture/table/table-model-textures	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	nurmanzart
diningtable-2	diningtable		Table	furniture,table,classic,3dmodel,lowpoly,vr,ar,game,free3dmodel,peternak3d,assets,maya,diningtable		https://www.cgtrader.com/free-3d-models/furniture/table/table-type-a	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	peternak3d
diningtable-3	diningtable		Table Poliform Taglio	poliform,taglio,wenge,walnut,wicker,ball,cube,ashtray,decor,extensible,table,furniture		https://www.cgtrader.com/free-3d-models/furniture/table/table-poliform-taglio	CGTrader Royalty Free License	https://www.cgtrader.com/pages/terms-and-conditions#royalty-free-license	alen8sh
