_id	_rev	$doctype	model	annotator	literal	sentimental	timeTaken	submitted
26e7da5a5c74d748ed8f2e37df907886	1-67957db9846f57ee28634674b8d2573b	description	wardrobe-6	0939a13407e3f8e2ed69013707a619d4	Schrankelement mit unterschiedlich bunter Front der Schränke und Schubladen.	Kleiderschrank, der auf Grund der grellen und unterschiedlichen Farbwahl eher in ein kinderzimmer passt und eher günstig wirkt.	00:01:57.6767462	2022-02-13T16:42:50.9288458+01:00
286ca4f87a81693bd99cedd7ac348d26	1-181cd7d11f31a813efd8b28c8d525845	description	shelf-1	bb2981a82e4fbe7d429c55c612513229	Ein metalliges Lagerregal mit drei Lageroberflächen. .	Ein Lagerregal, das für Geschäften- und Fabrikenlagern konzepiert wurde. Hässlich, jedoch funktional.	00:04:45.3875436	2022-02-20T14:10:39.8254639+01:00
286ca4f87a81693bd99cedd7ac5f2665	1-926dc014b074820ab23e2502c9f51fd6	description	bed-4	b34dd6dd3b4d4d3a4ee82e67a755be60	Ein Bett, bestehend aus dunklem Holzgestell, einer Matratze mit hellem Bezug, zwei Kissen in gleicher Farbe und einer grünen Decke darauf.	Ein wertiges und hübsches Bett mit bequemer Matratze, zwei Kissen und einer grünen, dünnen Decke darauf.	00:04:09.4613296	2022-02-20T14:32:39.3782897+01:00
286ca4f87a81693bd99cedd7ac65347c	1-82ef9bd1ea8d0513363fcc12463cedf2	description	bench-4	b34dd6dd3b4d4d3a4ee82e67a755be60	Eine Holzbank mit grünem Sitzkissen.	Eine eichenfarbene Holzbank mit grünem Sitzkissen die auf den ersten Blick nicht sehr wertig und bequem wirkt.	00:03:15.1105991	2022-02-20T14:35:54.4888888+01:00
286ca4f87a81693bd99cedd7acbbb132	1-3fb0f348ef4077408e13be7781190d1f	description	hobby-2	b34dd6dd3b4d4d3a4ee82e67a755be60	Malerset bestehend aus Metallstaffelei, Leinwand und Holzgestell mit diversen Farben und Pinseln darauf.	Professionell und hochwertig wirkendes Malerset mit Staffelei und vielen bunten und eher dunklen Farbtönen.	00:03:48.7424606	2022-02-20T15:20:06.4140637+01:00
286ca4f87a81693bd99cedd7acc6bede	1-be83e803efc4581051384b0d05073249	description	shelf-2	b34dd6dd3b4d4d3a4ee82e67a755be60	Holzregal mit Wabenoptik.	Hochwertiges Holzregal mit viel Ablagefläche und schickem Wabendesign. Findet man bestimmt in hippen Start Up Büros .	00:06:55.9141994	2022-02-20T15:27:02.3282631+01:00
286ca4f87a81693bd99cedd7acda7dfc	1-f26ce6e20ae4c1cc8d143954b156e415	description	wardrobe-2	b34dd6dd3b4d4d3a4ee82e67a755be60	Kinderschrank aus Holz mit rosa Türen und einer Schublade.	ein süßer Kinderschrank, bei dem die rosa Türen ein bisschen wie das Tor zu einem Schloss aussehen. Wirkt aber recht billig.	00:01:41.4933940	2022-02-20T15:37:04.1443232+01:00
294f0f74fa76ae016e9a58e5391a9fc4	1-017747c817dae3c6e026916deb8c8f48	description	chest-8	41f8298aed788d44ae4ca71d616a6e12	Rechteckige, rustikale Holzkommode mit 3 Schubladen. Das Holz ist weinrit, die Griffe golden.	Klassische, massive Kommode. Die Farben wirken beruhigend, bietet viel Platz.	00:03:06.3334069	2022-02-20T21:31:43.0191193+01:00
294f0f74fa76ae016e9a58e539391f6d	1-294c7d0917819f0376006538fec3fd9d	description	shelf-6	41f8298aed788d44ae4ca71d616a6e12	Offenes Holzregal mit vier Regalbrettern. In den unteren drei Ebenen befinden sich Zeitschriften.	Leicht instabil wirkendes filigranes Gebilde mit angenehmen runden Formen.	00:01:50.6224952	2022-02-20T21:49:19.4741027+01:00
294f0f74fa76ae016e9a58e539b7f31c	1-4ede22252e103942a0526ff5bfc1c4a7	description	shelf-7	995dda9a92325ca868dc5420a3831d30	Schmales Regal mit 5 offenen Schubladen oder freien Flächen als Fächer, helles Holz, graues Metallgerüst als Halterung .	Modernes offenes Regal, Zweck: ggf. Schuhregal, Herkunft: Großbritannien, Preis: 380€.	00:08:24.5239548	2022-02-20T22:52:33.8861613+01:00
2a9ddca5eb578d86031f1ab0e2693452	1-1af35cac41ffc427a6d9274a7723e2cd	description	bench-10	2a9ddca5eb578d86031f1ab0e2561fdd	Bank mit gepolsteter Sitzfläche aus Holz. Sprossenartiger Einlegeboden.	Hölzernes Bänkchen mit lila Polsterauflage mit separater und platzsparendem Fach für z.B. Schuhe.	00:02:39.4260876	2022-02-21T14:49:00.269597+01:00
2a9ddca5eb578d86031f1ab0e29c4803	1-b52d7e8475341a308e72bd75cd87b7fc	description	tableware-8	34c4b4169948532468e848c36d202386	Karaffe in Form eines Wals.	interessantes Design, wahrscheinlich handgemacht, noch nie etwas vergleichbares in echt gesehen.	00:01:16.6225736	2022-02-21T15:10:03.7864062+01:00
2a9ddca5eb578d86031f1ab0e2bf5f8b	1-013395e7631bf9a5046c97888baa5c48	description	shelf-9	2a9ddca5eb578d86031f1ab0e2561fdd	Astförmiges Bücherregal aus Holz.	Bücherregal in der Form eines Astes eines Baums mit Zweigen auf dem einige Bücher abgelegt wurden.	00:01:37.7558246	2022-02-21T15:25:14.7987282+01:00
2a9ddca5eb578d86031f1ab0e2c978b5	1-e7f45b237c084aaf6282ebce50d2a6bc	description	tableware-9	2a9ddca5eb578d86031f1ab0e2561fdd	Weißer Dekoteller auf Holzgestell mit dunkelrotem Rand und Beschriftung auf der Schnittfläche des Tellers.	Sammlerstück: Teller auf Holzgestell mit rotem Rand und elbisch aussehenden Buchstaben auf der Schnittfläche des Tellers. Sicher antik.	00:01:48.1796996	2022-02-21T15:29:08.5815511+01:00
2af3986a3cb68c9e4142aaf404f4a13f	1-105081d446d61af5c097ba8d63682115	description	chest-6	41f8298aed788d44ae4ca71d610ed3e9	Heller Schrank mit drei Schubladen und einer Tür mit Griffen.	einfacher heller Schrank. könnte für Badutensilien oder als Beistellschrank für Besteck und Tischwäsche genutzt werden.	00:01:52.8016713	2022-02-20T20:39:53.3826128+01:00
2c2c5c01dcde22606e7ff09a4bc6cba2	1-fb7dd882509b6b84c90d99ec99c8a18e	description	cabinet-11	57c4e0627064eed9779530149f5997f5	Eine schmale Kommode mit unterschiedliche hohen Schubladen und einem Holzdesign. Steht auf einem Metallgestell.	Eine modische Kommode im edlen Holzstil, welche unterschiedlich großen Stauraum bietet. Optimal für einen Flur oder ein Wohnzimmer.	00:13:43.3784909	2022-02-17T11:11:39.8551066+01:00
2c6aae1a3f471ba2e93bd1f4ba0ae2a5	1-2ac2d760cc0071cb2a44245d67446d3f	description	bed-1	232959365b58b316eca0642f554fdcac	Ein Doppelbett bestehend aus 8 Paletten,  einer hellgrauen Matratze, 4 dunkelgrauen Kissen, einer dunkelgrauen Bettdecke und einer schwarzen Decke.  .	Ein billiges Bett aus alten, verschenkten  Paletten, dass in einem Studenten-Zimmer steht und wenig Schlafkomfort bietet. .	00:09:09.1502825	2022-02-09T23:12:47.2004273+01:00
2cb0a372f4b9eabe070855bca0b4fa3e	1-ab0cda440da78f71e5f8f6e513d7448c	description	diningtable-12	cf6b00d23e22b8bfa5355f8223b71589	Rechteckiger Küchentisch mit weißer Oberfläche und Gestell aus dunklem Naturholz. Länge und breite weißen ein ähnliches Verhältnis auf.	Küchentisch im Skandi-Stil in üblichem Längen-/Breitenverhältnis. Vermutlich aus der mid-century Ära stammendes, zeitloses Möbelstück.	00:04:13.3504417	2022-02-21T21:38:45.7729264+01:00
2e46d27aa659e57c83174a53a2340822	1-9027462f2622c815a2cda82a079b6aac	description	bed-1	9ba5948e03764fd58e407bb6b863be48	Palettengestützte Schlafmöglichkeit mit großer Matratze für eine große oder zwei normale Personen.	EInfache, gemütliche Schlafmöglichkeit für romantische Stunden.	22:02:43.8542044	2022-02-23T21:52:17.3551608+01:00
2f90f56090b736bf056f394ea0610439	1-19a4460edb2ca11aaba520b24215c078	description	bench-15	2f90f56090b736bf056f394ea057f524	Einfache Sitzbank aus einzelnen, dünnen Holzleisten. An der Oberen Kante eine hellere Leiste.	Wirkt einfach und Zweckmäßig. Freundlich durch die helle Farbe.	00:01:21.0286500	2022-02-18T14:23:27.3274515+01:00
2f90f56090b736bf056f394ea07886f1	1-267744dfba2c42bbef626747660a5df8	description	decoration-13	2f90f56090b736bf056f394ea057f524	Aus Holz zusammengesteckter Hirschkopf. Helle Farbe mit Musterung.	Wirkt modern und altmodisch zugleich. Durch die helle Farbe wird ein altbekanntes Dekoobjekt neu.	00:02:12.4358552	2022-02-18T14:34:41.4624833+01:00
2f90f56090b736bf056f394ea07dc892	1-25b45abd318170de81debb76d7aa25a6	description	desk-13	2f90f56090b736bf056f394ea057f524	Schreibtisch aus Holz und Metall. Beidseitig 2 Schubladen mit Griffeinkerbungen. Tastaturbrett zum ausfahren. Helles Holz, dunkles Metall.	Wirkt modern und einfach. Kein Schnickschnack und Funktional.	00:02:42.9164291	2022-02-18T14:37:24.3789124+01:00
31ec458060b2b2b94547b5122497476a	1-b6801b78dbdc5280bfd08e39ff25d4d5	description	bench-2	15f2e8857a087b993fcaf84691d77383	Holzbank für zwei Personen für die Terasse oder Garten mit rotem Sitzpolster und Rückenlehne.	einfache günstige Bank, praktikabilität und einfache Handhabung überwiegt. Nicht regenfest oder dafür gemacht unter freiem Himmel zu stehen.	00:02:08.6955673	2022-02-11T15:27:16.29541+01:00
31ec458060b2b2b94547b51224bf9a64	1-748ff331eb59a6c6fdf1b9b4b1afab33	description	diningtable-2	15f2e8857a087b993fcaf84691d77383	runder Beistelltisch, dunkles reich verziertes Holz mit schwarzer steinerner Tischfläche .	Antiquitätenflair, große Verzierungen und auf sehr edel gemacht. .	00:02:16.4552079	2022-02-11T15:43:09.4665778+01:00
321c2d046c9c219316625518db1b7c00	1-eaef6a948bf828b0a14f36caa1079255	description	wardrobe-15	faea44cd149a0df864133d0a45a5a6e8	Holzschrank mit diversen Dekoartikeln sowie Schubladen und Schränken. Zusätzlich mit Sitzfläche mit blauem Kissen.	Seltsames Möbelstück.	00:01:10.3542039	2022-02-19T14:54:43.1561018+01:00
32b1e6238bfeb61be51eebdfbae3a16e	1-bd5b14d8dca9d0ff813ae8f5355f6057	description	bench-7	0939a13407e3f8e2ed69013707a619d4	konkave Holzbank mit gerader, gerippter Sitzfläche .	Sehr modern und etwas ungemütlich wirkende Holzbank .	00:04:18.6632697	2022-02-13T15:55:43.1907281+01:00
3391a0171472723f896669444ebc5182	1-037e9617372011135cd6defdbd2e12e4	description	diningtable-8	df96c9018605226aa30227b813f29e15	grauer Holztisch mit leichten Verzierungen an den Beinen.	Tisch sieht etwas neidrig aus.	00:01:32.5059035	2022-02-13T22:27:15.1856546+01:00
34173cc8c0dd8935c45651231c130d3c	1-ea279f1dd719f7281ac6d01abefd249e	description	chest-9	995dda9a92325ca868dc5420a3831d30	Kommode aus hellem Holz und 2 Schubladen, Fußteil aus anthrazitfarbenem Metall, jede Schublade hat 2 silberfarbene runde Griffe.	Schlichte aber trotzdem elegante Kommode für das Schlaf- oder Kinderzimmer, alternativ als geräumiges Nachtkästchen. Herkunft Nordeuropa, Preis 350€.	00:03:24.7776198	2022-02-20T22:07:11.4274371+01:00
34173cc8c0dd8935c45651231c70b95a	1-34552a5ec2ecd98c9ec60505f46f2f16	description	wardrobe-6	995dda9a92325ca868dc5420a3831d30	Kleiderschrank mit 3 Segmenten, 6 Schubladen, jede Türe und Schublade hat eine andere Farbe.	Wilder und farbig verspielter Look, Zweck: Kleiderschrank, Herkunft: Europa, Preis: 700€.	00:01:49.4117564	2022-02-20T23:00:35.8228905+01:00
35403ea166f98b24ad55f418bd762ce8	1-fe35b32bddf144c24d2090a5b49cfd0b	description	hobby-4	35403ea166f98b24ad55f418bd54dc03	Klassische Akustikgitarre.	Normale Gitarre.	00:00:39.3202317	2022-02-11T20:26:41.9538698+01:00
35426a28b9ca82ffd4461cd7564775cf	1-96eeddd0b7e48b3f00e6a3d9e005a298	description	bench-13	cf6b00d23e22b8bfa5355f8223b71589	Stark rechteckiger Tisch mit weißer Oberfläche und Füßen aus Naturholz. Ungleiches Verhältnis zwischen Länge und Breite. .	Sehr schmaler Küchentisch. Die Gestaltung der Beine lässt auf ein Designer-Objekt schließen. Das Verhältnis von Länge und Breite wirkt unpraktisch.	00:07:50.2576763	2022-02-21T20:53:42.0215762+01:00
368196645eba16fdc3a1d9194c108263	1-149d2f4026daf5cbc17d7d882070b172	description	tableware-1	232959365b58b316eca0642f554fdcac	Türkise Tasse mit Firmenlogo .	Tasse steht in einer Kaffeeküche eines hippen Tech Unternehmens.	00:02:27.0782652	2022-02-10T00:04:00.06227+01:00
387219ac7bac303dc28bb5ef03a37e6c	1-3e8f7b355bddd53802673c4ed16899b9	description	cabinet-11	cf6b00d23e22b8bfa5355f8223b71589	Highboard, bestehend grauem Rahmen und geraden Füßen mit 4 Schubladen und einem Klappfach. Die Front ist in Naturholz-Optik gestaltet.	Modern und schlicht anmutendes Highboard in Naturholz Optik.	00:08:46.3115082	2022-02-21T21:02:28.3330844+01:00
387219ac7bac303dc28bb5ef03b85097	1-8b9ed488d2fd3f10f1f06e63cd9c08f0	description	chair-14	cf6b00d23e22b8bfa5355f8223b71589	Grauer Polstersessel mit Holzrahmen und dünnen, goldfarbenen Metallfüßen, einer Seilfederung und ohne Armlehnen.	Aus der mid-century Ära anmutender Sessel im Vintage-Look. Stilvolles Design, das aufgrund fehlender Armlehnen unbequem wirkt.	00:07:14.9740786	2022-02-21T21:09:43.307163+01:00
38c01c6d23183bb506d1312d63fcd2b9	1-094c1ded2300660da753c8d9a6b8376c	description	decoration-14	78ae0ae7bd9acce02df866c30bbfcb60	rundbauchige Tonvase.	Blumenvase, griechischer Style, für draussen. ein must-have jeden Haushaltes .	00:01:23.8373023	2022-02-18T18:41:04.8894244+01:00
3a087f5a89c686b5c5155f464965c4a2	1-61fa1718839e046a073cf6adf604dc7a	description	chair-11	57c4e0627064eed9779530149f5997f5	Ein roter Klappstuhl, welcher durch seine Kompaktheit überall hin mitgenommen werden kann. Die große Sitzfläche kompensiert die kleine Rückenlehne.	ein roter Klappstuhl welcher zwar leicht aber dafür ziemlich unbequem aussieht. .	00:04:22.1051179	2022-02-17T11:16:01.9602245+01:00
3bf99c668fc25ff99283cc25370d61e7	1-71eed8468d6d99e73711a5f5417df557	description	cabinet-15	07bc41f34c4738973ce20839c2bbd69e	Sideboard aus dunklem Holz mit zwei großen Türen an der Seite und 5 Schubladen in der MItte. Die Türen sind mit einem geometrischen Muster verziert.	Orientalisch wirkendes Sideboard. Das Holz ist mir persönlich zu dunkel.	00:04:17.9847227	2022-02-26T16:58:35.3420483+01:00
3bf99c668fc25ff99283cc253763cfd8	1-2a7279dc3216c56806d4cf0edfe66e99	description	hobby-14	07bc41f34c4738973ce20839c2bbd69e	grau schwarzes mehrfach höhenverstellbares Teleskop mit Dreibeinstandfuß.	Einsteiger-Teleskop für den Hobbybereich.	00:02:12.8168369	2022-02-26T17:27:36.8860493+01:00
3bf99c668fc25ff99283cc25376b4f2c	1-099dee3e29497437b93b32e4a00d0a00	description	shelf-14	07bc41f34c4738973ce20839c2bbd69e	Holzregal ohne Seitenteile mit 4 höhenverstellbaren Regalplatten und Verstärkung unten.	schlichtes Regal für Keller oder Wohnzimmer.	00:03:04.4923492	2022-02-26T17:30:41.3783985+01:00
3cb3aa2cc91305b24499ba6467673601	1-667107cec352748b4977c8cefc84f09d	description	chest-3	1a2faea07948961247f074c2e8228881	Kommode, Echtholz, gedrechselte Füße, 3 große Schubladen und 2 kleinere.	Kommode im Bauernstil, Massivholz, hell, zeitlos.	00:02:31.6644663	2022-02-11T17:27:52.0972025+01:00
3e3255ff67037c8d10c7d5abe5018b11	1-a5cbea20b83f848e66379ad67f525f0c	description	stool-7	995dda9a92325ca868dc5420a3831d30	Hochstuhl/Barhocker ohne Lehne, dicke Sitzfläche leicht gebogen aus hellem Holz, Füße und Fußablage aus dunklem Holz.	Minimalistischer aber ausreichend gemütlicher Barhocker, schön, Herkunft: Europa, Preis: 130€.	00:03:52.1530221	2022-02-20T22:56:26.0391834+01:00
41f8298aed788d44ae4ca71d61372f4f	1-0ba9d4819c440291a46d0e8793ef1736	description	diningtable-3	41f8298aed788d44ae4ca71d610ed3e9	Einfacher dunkler Tisch aus Metall oder Kunststoff.	Es könnte sich um einen wetterbeständigen Tisch für den Außenbereich handeln, keine Ausziehmöglichekeit, sehr einfach Ausführung.	00:01:34.6215164	2022-02-20T20:46:31.2817396+01:00
41f8298aed788d44ae4ca71d616d535c	1-1bff6c467629d5aa56418fc598660aa3	description	tableware-5	ad2920eb9d6114f18fd4e53a1d4dd0f5	Weiße Porzellantasse mit einer in Aquarellfarben gemalten Blume an der Seite.	Klassische Tasse mit einem klischeehaften Blumenaufdruck.	00:00:48.3781341	2022-02-20T21:15:40.9412724+01:00
41f8298aed788d44ae4ca71d61707262	1-78f33a5200eb7af679aebbc74ebd3e01	description	wardrobe-4	ad2920eb9d6114f18fd4e53a1d4dd0f5	Dunkler Holzkleiderschrank mit einer Vielzahl von hellen Holztüren bestehend aus zwei Ebenen in der Höhe und zwei Elementen nebeneinander.	Holzkleiderschrank mit vielen Türen. Dunkle Tür soll Optik auflockern und lässt ihn optisch unruhig wirken.	00:01:58.7171661	2022-02-20T21:17:39.6584385+01:00
41f8298aed788d44ae4ca71d619f7c1d	1-09c1e937a7a4781705643704d8a9f158	description	electronics-6	41f8298aed788d44ae4ca71d616a6e12	Ein kleines analoges schwarzes Plastikaufnahmegerät. 4 Bedientasten sind vorhanden.	Alte Technik, oldschool.	00:01:44.3407640	2022-02-20T21:45:48.8105516+01:00
41f8298aed788d44ae4ca71d61f5a012	1-f3f78734a35a51da77e7185714d87b32	description	desk-6	995dda9a92325ca868dc5420a3831d30	Schreibtisch 2 verbundene Segmente, 2 Arbeitsflächen mit untersch. Höhe, 5 Schubladen auf dei Segmente verteilt, weißes und dunkles Holz.	Ästhetischer Schreibtisch, könnte als Tresen in einem Empfangsbereich dienen, Herkunft Europa, Preis 600€.	00:02:50.3334207	2022-02-20T22:26:42.8346333+01:00
4213aa2780bba96f489c0e0fc89ce6cd	1-0d4eec47c69843ad7b1107873e826e05	description	bench-14	9ba5948e03764fd58e407bb6b863be48	Aluminium-farbene Bank mit geschwungener Form für bis zu zwei Personen.	komische, ungemütlich aussehende Bank im 80er Jahre Stil geeignet für öffentliche Plätze.	14:38:58.4453807	2022-02-24T12:31:15.8059815+01:00
429e8999e840c681d8707c10fd4e94e1	1-c0f8abcdd738e9c8136170ccb94a927b	description	bench-15	53594e793ceb6c9200288945995993b5	Sitzbank ohne Rückenlehne mit schmalen, eng angeordneten Holzlatten als Sitzfläche, die beidseitig verjünged bis auf den Boden im geführt sind.   .	Moderner unaufdringlicher Stil, kann beidseitig genutzt werden. Für lange Pausen ungeeignet.	00:06:04.9293713	2022-02-25T14:40:58.2955177+01:00
462a08408a964cb109fbcfd0d235f627	1-011fa1d96a557ceedaa7b1412bd48dbc	description	bench-12	b027bf49739ed54438a8380ea7697f65	Langer Tisch mit zwei U-förmigen Füßen and den kurzen Enden. Blaue Tischplatte und weißes, metallisches Gestell.	Futuristisch wirkender Tisch. Wahrscheinlich ein Designobjekt.	00:01:55.4102858	2022-02-17T13:59:04.5186739+01:00
462a08408a964cb109fbcfd0d2736f91	1-a0bb54ca58d0ca52f760fa9829495d5f	description	electronics-10	b027bf49739ed54438a8380ea7697f65	Schwarzer Gaming Laptop von Alienware mit diversen Anschlüssen und CD Laufwerk. Windows 7, diverse Programme in der Tableiste und Blender geöffnet. .	Klobiger, alter, aber hochwertiger Laptop. War vor 10 Jahren wahrscheinlich ein High End Laptop.	00:05:05.6499436	2022-02-17T14:27:24.7564404+01:00
4696b49d9defb437ab35deb56e09aed1	1-780083763d45d5c015132545d6383fd5	description	decoration-12	f5c88d1c4299d4ce63e37b8a53e05216	Schwarze Ballerina-Figur Statue. Format ähnelt einer Trophäe. Design modern fließend ohne Kanten.	Reines Designobjekt ohne Funktion. Hochpreisiges Ausstellungsstück zur Dekoration.	00:02:40.9254787	2022-02-18T13:09:03.7055577+01:00
4696b49d9defb437ab35deb56e0ff3b0	1-4a2d840b0a7363ef4ca4b56a464d0609	description	desk-12	f5c88d1c4299d4ce63e37b8a53e05216	Holztisch zur einseitigen Wandmontage. Quadratischer Stützfuß an der anderen Seite aus schwarzem Metall. Offenes Ablagefach unterhalb der Tischplatte.	Hochwertiges Holzprodukt. Hochpreisig. Offenes Ablagefach praktisch, verschließbar und mit Auszug wäre besser. Lücke in Ablagefach sinnlos und nervig.	00:03:06.2173962	2022-02-18T13:12:09.9229539+01:00
4696b49d9defb437ab35deb56e14d17d	1-bb192bb0a32fb4ca14a116acf2ec12ad	description	tableware-11	f5c88d1c4299d4ce63e37b8a53e5629f	Eine runliche metallische Teekanne mit in grün und Silber mit einem shcwarzen Griff. .	Die Kanne sieht Modern aus, die Farbe löst ein Gefühl von Entspannung aus.	00:02:53.0130145	2022-02-18T13:14:45.309212+01:00
4696b49d9defb437ab35deb56e17ae8c	1-dfb748046bb1082f9c8ec4822b1e1541	description	desk-11	c106b5213702f43ace910834c3b53771	rustikaler Schreibtisch aus dunklem, massivem Holz, auf der rechten Seite mit Schubladen.	bei Opa im Arbeitszimmer gefunden und zum teil nicht mehr in besterverfassung, dürfte damals teuer gewesen sein.	00:19:17.9139077	2022-02-18T13:16:22.6322771+01:00
4696b49d9defb437ab35deb56ebc9b6e	1-928aed20b979ec95597b1070fbf6b108	description	chair-15	2f90f56090b736bf056f394ea057f524	Schaukelstuhl mit dunklem Holzrahmen und schwarzer Polsterung mit Knöpfen. Goldene Fußleiste.	Wirkt gemütlich durch die Polsterung.	00:01:24.2299857	2022-02-18T14:28:38.5364777+01:00
472097a1fd97aef56d6773b2e1ac6e73	1-f3b0cada4fd4a604c4c4b978133c1e7f	description	decoration-15	faea44cd149a0df864133d0a45a5a6e8	Weihnachtsbaum aus verschieden farbigen und gemusterten gestapelten Kissen.	Ist das Kunst oder kann das weg?	00:00:54.0435618	2022-02-19T14:47:52.3176611+01:00
472097a1fd97aef56d6773b2e1b22221	2-0135a0b7bcbb253c7900171f6391e66d	description	hobby-15	faea44cd149a0df864133d0a45a5a6e8	Schachspiel aus Holz.	Ein Spiel für intelligente Menschen. Sieht edel aus.	00:00:26.3979653	2022-02-19T14:51:10.7193487+01:00
4752ca9823a6020f70bf376f5e4b8057	1-b35409f008ea1e2aa31f6253f1ee7795	description	bed-3	1a2faea07948961247f074c2e8228881	Doppelbett aus dunkelbraunem Holz, Metallfüße, durchgehende Matratze mit hellbraunem Bezug, zweifarbige Bettwäsche in grau und dunkelblau,  .	einfaches Doppelbettgestell, furniert, vermutlich klappbar als Wandbett, puristische Form, Holzkorpus im Stil der 60er Jahre, Synthetikbettwäsche blau.	00:19:37.1175574	2022-02-11T17:11:40.123205+01:00
4752ca9823a6020f70bf376f5e79003f	1-f205c2091a6f4f4deca7acf4766ca922	description	desk-3	1a2faea07948961247f074c2e8228881	Schreibtisch, höhenverstellbar, zeitlos, Zweckmöbel, hellgraues Furnier.	großer Schreibtisch, schwere Ausführung, ergonomisch, tiefe Arbeitsplatte.	00:02:16.5995500	2022-02-11T17:35:57.1182984+01:00
4752ca9823a6020f70bf376f5e8408c9	1-32c31e5a5d47c432f00d951e24e3bbcb	description	electronics-3	1a2faea07948961247f074c2e8228881	Verstärker mit Lautsprecheranlage, 1 großer Subwoofer und 2 hohe Lautsprecher, schwarzes Gehäuse.	hochwertige HIFI-Anlage, Verstärker mit Laufsprecheranlage, gutes Klangerlebnis, hohe Leistungsfähigkeit.	00:03:40.9892999	2022-02-11T17:41:58.6560906+01:00
485a6ff56a2b515c6002353c2531bcc1	1-691999db3780e84a21bda4f6a82e44dc	description	tableware-10	ab35e1e97d64e0a0333ca2b4bed6778c	Grüner Glasbehälter mit Griff und Ausguss sowie Weisem Deckel. Spiralförmige Verdrehung des Behälters.	Karaffe mit teurer Glaskonstuktion und Billigem Plasikdeckel. Trödelmarktschnäppchen. .	00:03:19.9086799	2022-02-21T19:20:26.6630026+01:00
485a6ff56a2b515c6002353c2556b799	1-5513c7b9bdee7720614c0d139d9d048d	description	wardrobe-10	6a3687ada6d62ca7b69f8849d68dae7a	Kleiderschrank mit langen goldenen Griffen und vier Türen aus Holz. Eine Tür ist nur halb so hoch wie die anderen und gibt drei Schubladen Platz.	Altbackener, billiger Kleiderschrank mit wenig Platz vermutlich im Haus von Rentnern. .	00:02:56.7636854	2022-02-21T19:32:39.3424937+01:00
495a6164db6c87079c73b964f6197d9b	1-227ace09c7ed01dffa4dd5a3b722cd5c	description	chair-8	26e7da5a5c74d748ed8f2e37df2f5816	Metallstuhl mit angenieteten dunklen Sperrholzplatten als Sitzfläche und Rückenlehne. Die Füße sind mit schwarzem Gummi überzogen.	Widerstandsfähiges Funktionsmöbelstück für Kantinen, Schulen oder Eventlocations. Optisch unaufregend, aber sehr praktisch, weil stapelbar.	00:03:30.1272391	2022-02-13T16:13:12.1127366+01:00
495a6164db6c87079c73b964f66bdbab	1-a21b521ec96bad4f6550da37ef4e6d66	description	tableware-7	26e7da5a5c74d748ed8f2e37df2f5816	Handgeformte Tasse mit Haltegriff, modelliertem Cartoon-Leopardenkopf und vier Tatzen als Standfüße. Innen weiß lackiert, außen mit Leopardenmuster.	Niedlich, aber etwas kitschig. Kunstvolle Handarbeit und interessanter Hingucker fürs Büro.	00:04:36.0601047	2022-02-13T16:54:35.2114866+01:00
4b2fed822242e38be625ad18a17e75c4	1-86eaefcc019b060e36b4bd8b76b32cc4	description	stool-12	cf6b00d23e22b8bfa5355f8223b71589	Barhocker mit Gestell aus gebogenen Metallrohren mit Fußablage. Rundes Sitzpolster bezogen mit schwarzem Leder.	Barhocker im modernen Design. Erinnert vom Design an US-amerikanische Diner. Wirkt eher billig und instabil beim sitzen.	00:04:10.6892988	2022-02-21T21:57:11.6325343+01:00
4b2fed822242e38be625ad18a1a30c42	1-461b5d1c17d352ba8d75cd1e345a8672	description	wardrobe-11	cf6b00d23e22b8bfa5355f8223b71589	Garderobenschrankwand bestehend aus Schrank, 2 Schubladen, Schuhregal, 6 Jackenhaken und einem Oberkörperspiegel. .	Komplette Garderobenschrankwand für den Flur. Design wirkt sehr billig, könnte so bei Roller stehen. Nur für größere Wohnungen, da es Platz braucht.	00:08:10.5067804	2022-02-21T22:09:38.9317732+01:00
4c6148900a7a60628ca9c86d270c5b50	1-9c9a4322e07a4fece97eef814e08eb83	description	wardrobe-5	41f8298aed788d44ae4ca71d616a6e12	Lilaner Kleinerschrank mit drei hohen Türen.	Geräumiger Klamottenschrank aus Holz.	00:01:18.1764135	2022-02-20T21:53:34.1023692+01:00
4ec916fbb5b2468c060f155deab6dfad	1-87f6c8667c21ae53ab463c60ff84d12c	description	shelf-3	1a2faea07948961247f074c2e8228881	Bücherregal oder freistehender Raumteiler, helles Holzfurnier, gelbe Kontrastfelder.	schönes Design, wirkt edel und wertig, außergewöhnlich.	00:03:18.0407400	2022-02-11T17:47:27.6464821+01:00
4ec916fbb5b2468c060f155deabcf46a	1-693e177bcc071c5aa4a8056fa123fb95	description	stool-3	1a2faea07948961247f074c2e8228881	Einzelsessel ohne Lehne, schwarze Polsterung, Würfelform.	einfacher Sitzwürfel, schwarzes Samtpolster, zeitloses Design.	00:02:43.9292825	2022-02-11T17:50:11.5757646+01:00
4ec916fbb5b2468c060f155deac4f366	1-3ac7368ed59d470018405c1f1ce01b52	description	tableware-3	1a2faea07948961247f074c2e8228881	3 teiliges Schüssel - oder Tablettset cremefarbig mit grünen Blattmotiven.	Teller,- Tablett- oder Schüsselset 3 teilig für Dekozwecke.	00:03:59.0530823	2022-02-11T17:54:10.6288469+01:00
